,context1,context2,context3,context4,context5,mutated_letter,pos1,pos2,pos3,size,value1,value2,value3,CDR1_end,CDR2_end,CDR3_end,CDR1_end,CDR2_end,CDR3_end
29837,2,2,2,1,3,1,127.0,138.0,64.0,23.0,0.173913043478,0.130434782609,0.0434782608696,105.0,177.0,324,105.0,177.0,324
29838,2,1,1,3,3,2,67.0,264.0,138.0,30.0,0.0333333333333,0.0333333333333,0.0333333333333,99.0,174.0,324,99.0,174.0,324
29840,4,2,2,4,3,1,62.0,164.0,224.0,26.0,0.153846153846,0.0769230769231,0.0384615384615,99.0,171.0,354,99.0,171.0,354
29845,3,2,2,4,2,1,71.0,128.0,4.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,348,99.0,174.0,348
29846,3,2,2,2,2,1,119.0,148.0,245.0,8.0,0.125,0.125,0.125,99.0,174.0,342,99.0,174.0,342
29847,2,1,3,2,4,4,8.0,151.0,131.0,36.0,0.0833333333333,0.0555555555556,0.0277777777778,99.0,174.0,342,99.0,174.0,342
29849,4,2,2,2,4,1,233.0,51.0,59.0,34.0,0.117647058824,0.0294117647059,0.0294117647059,99.0,174.0,324,99.0,174.0,324
29850,2,1,2,2,4,1,175.0,163.0,274.0,10.0,0.2,0.1,0.1,99.0,174.0,324,99.0,174.0,324
29852,3,1,4,4,1,3,185.0,99.0,147.0,20.0,0.05,0.05,0.05,99.0,174.0,333,99.0,174.0,333
29858,2,1,2,2,1,1,202.0,72.0,111.0,12.0,0.166666666667,0.0833333333333,0.0833333333333,105.0,183.0,360,105.0,183.0,360
29860,1,2,4,4,1,3,98.0,103.0,332.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,174.0,339,99.0,174.0,339
29861,1,1,3,4,1,4,192.0,66.0,135.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,324,99.0,174.0,324
29863,2,4,2,4,3,1,166.0,112.0,98.0,10.0,0.2,0.1,0.1,99.0,171.0,345,99.0,171.0,345
29867,1,3,2,2,2,1,182.0,99.0,133.0,13.0,0.153846153846,0.0769230769231,0.0769230769231,105.0,183.0,327,105.0,183.0,327
29870,2,1,2,2,2,1,192.0,34.0,35.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,324,99.0,174.0,324
29873,4,3,1,1,3,2,36.0,72.0,203.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,315,99.0,174.0,315
29874,2,2,1,1,3,3,225.0,324.0,110.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,342,99.0,174.0,342
29875,3,1,2,3,4,1,356.0,92.0,214.0,7.0,0.285714285714,0.142857142857,0.142857142857,99.0,174.0,342,99.0,174.0,342
29876,3,3,1,3,4,2,16.0,66.0,112.0,10.0,0.1,0.1,0.1,99.0,174.0,330,99.0,174.0,330
29882,2,1,3,2,4,4,82.0,167.0,137.0,10.0,0.2,0.1,0.1,99.0,174.0,336,99.0,174.0,336
29884,2,1,3,4,3,1,97.0,66.0,261.0,26.0,0.0384615384615,0.0384615384615,0.0384615384615,99.0,174.0,336,99.0,174.0,336
29887,3,3,1,3,4,4,16.0,66.0,110.0,10.0,0.1,0.1,0.1,99.0,171.0,336,99.0,171.0,336
29892,4,1,3,4,1,4,154.0,74.0,300.0,19.0,0.105263157895,0.0526315789474,0.0526315789474,99.0,174.0,342,99.0,174.0,342
29894,1,1,2,1,2,1,170.0,134.0,158.0,42.0,0.0952380952381,0.047619047619,0.047619047619,99.0,174.0,324,99.0,174.0,324
29897,1,3,2,2,2,1,296.0,72.0,67.0,12.0,0.25,0.0833333333333,0.0833333333333,99.0,174.0,342,99.0,174.0,342
29903,3,2,3,1,3,4,290.0,8.0,233.0,8.0,0.125,0.125,0.125,99.0,174.0,339,99.0,174.0,339
29905,3,3,1,3,4,3,136.0,65.0,68.0,24.0,0.0833333333333,0.0416666666667,0.0416666666667,99.0,174.0,324,99.0,174.0,324
29906,4,3,2,3,1,1,289.0,7.0,9.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,174.0,333,99.0,174.0,333
29907,2,1,1,2,2,2,178.0,163.0,39.0,7.0,0.142857142857,0.142857142857,0.142857142857,99.0,180.0,342,99.0,180.0,342
29910,1,3,1,2,2,2,48.0,248.0,322.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,171.0,339,99.0,171.0,339
29912,4,3,2,1,3,1,67.0,5.0,198.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,171.0,348,99.0,171.0,348
29914,4,2,2,4,3,1,62.0,69.0,136.0,7.0,0.285714285714,0.142857142857,0.142857142857,99.0,174.0,321,99.0,174.0,321
29917,1,3,2,3,2,1,155.0,223.0,274.0,47.0,0.0851063829787,0.063829787234,0.0425531914894,99.0,174.0,330,99.0,174.0,330
29923,3,3,2,1,4,1,98.0,109.0,42.0,14.0,0.142857142857,0.142857142857,0.0714285714286,99.0,174.0,336,99.0,174.0,336
29929,2,2,3,2,3,4,334.0,254.0,161.0,28.0,0.178571428571,0.178571428571,0.0357142857143,99.0,174.0,342,99.0,174.0,342
29932,3,3,4,2,2,3,109.0,54.0,134.0,24.0,0.0833333333333,0.0416666666667,0.0416666666667,102.0,174.0,336,102.0,174.0,336
29939,1,3,4,2,4,3,167.0,136.0,125.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,180.0,333,99.0,180.0,333
29941,4,2,3,3,1,4,44.0,129.0,161.0,31.0,0.0645161290323,0.0322580645161,0.0322580645161,99.0,174.0,333,99.0,174.0,333
29945,4,3,2,1,2,1,65.0,66.0,294.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,330,99.0,174.0,330
29946,4,2,2,1,3,1,121.0,128.0,66.0,19.0,0.105263157895,0.0526315789474,0.0526315789474,105.0,177.0,336,105.0,177.0,336
29948,4,2,1,1,3,3,293.0,152.0,154.0,31.0,0.0645161290323,0.0645161290323,0.0645161290323,105.0,183.0,333,105.0,183.0,333
29951,3,1,1,2,1,3,256.0,35.0,232.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,330,99.0,174.0,330
29952,3,1,1,3,2,2,37.0,105.0,55.0,23.0,0.0434782608696,0.0434782608696,0.0434782608696,99.0,174.0,363,99.0,174.0,363
29953,1,3,2,1,4,1,98.0,292.0,96.0,10.0,0.3,0.2,0.1,99.0,174.0,363,99.0,174.0,363
29958,1,2,4,1,2,3,177.0,50.0,243.0,8.0,0.125,0.125,0.125,99.0,174.0,321,99.0,174.0,321
29962,3,1,4,2,2,3,109.0,187.0,51.0,23.0,0.0869565217391,0.0434782608696,0.0434782608696,99.0,171.0,318,99.0,171.0,318
29963,4,3,2,1,3,1,6.0,128.0,70.0,27.0,0.0740740740741,0.037037037037,0.037037037037,99.0,171.0,318,99.0,171.0,318
29967,3,4,2,3,1,1,207.0,97.0,59.0,21.0,0.0952380952381,0.047619047619,0.047619047619,99.0,174.0,336,99.0,174.0,336
29970,1,4,3,3,1,4,148.0,164.0,165.0,8.0,0.375,0.125,0.125,99.0,180.0,333,99.0,180.0,333
29972,3,4,2,2,2,1,184.0,224.0,130.0,18.0,0.222222222222,0.0555555555556,0.0555555555556,99.0,174.0,324,99.0,174.0,324
29975,3,1,3,3,2,4,27.0,133.0,262.0,14.0,0.142857142857,0.0714285714286,0.0714285714286,99.0,174.0,321,99.0,174.0,321
29979,1,3,4,2,4,3,18.0,51.0,119.0,18.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,327,99.0,174.0,327
29984,1,3,2,2,4,1,254.0,128.0,192.0,16.0,0.125,0.0625,0.0625,99.0,174.0,351,99.0,174.0,351
29987,1,1,2,2,3,1,268.0,240.0,194.0,12.0,0.166666666667,0.166666666667,0.0833333333333,99.0,174.0,345,99.0,174.0,345
29990,4,3,4,3,4,3,136.0,34.0,155.0,22.0,0.0909090909091,0.0454545454545,0.0454545454545,99.0,174.0,342,99.0,174.0,342
29993,2,2,2,4,3,1,336.0,350.0,335.0,14.0,0.285714285714,0.285714285714,0.142857142857,99.0,171.0,336,99.0,171.0,336
29995,2,2,2,4,3,1,336.0,337.0,240.0,10.0,0.2,0.2,0.1,99.0,174.0,333,99.0,174.0,333
29998,2,3,4,2,2,3,119.0,161.0,132.0,7.0,0.285714285714,0.142857142857,0.142857142857,99.0,174.0,324,99.0,174.0,324
29999,3,4,3,1,1,4,54.0,64.0,224.0,23.0,0.0869565217391,0.0434782608696,0.0434782608696,99.0,171.0,315,99.0,171.0,315
30001,1,3,2,2,4,1,39.0,74.0,162.0,18.0,0.111111111111,0.111111111111,0.0555555555556,99.0,171.0,315,99.0,171.0,315
30003,3,4,2,4,3,1,19.0,67.0,68.0,21.0,0.047619047619,0.047619047619,0.047619047619,99.0,174.0,321,99.0,174.0,321
30007,1,2,1,2,1,4,171.0,46.0,335.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,330,99.0,174.0,330
30011,3,3,2,2,2,1,324.0,7.0,203.0,24.0,0.0833333333333,0.0416666666667,0.0416666666667,99.0,174.0,336,99.0,174.0,336
30012,3,3,4,2,2,3,109.0,256.0,39.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,336,99.0,174.0,336
30013,4,2,2,1,1,1,221.0,128.0,291.0,25.0,0.08,0.04,0.04,99.0,174.0,336,99.0,174.0,336
30014,3,1,2,1,2,1,269.0,258.0,198.0,14.0,0.214285714286,0.0714285714286,0.0714285714286,99.0,180.0,363,99.0,180.0,363
30018,4,3,1,4,2,3,33.0,130.0,193.0,13.0,0.0769230769231,0.0769230769231,0.0769230769231,105.0,177.0,330,105.0,177.0,330
30019,1,3,2,1,3,1,89.0,48.0,164.0,7.0,0.285714285714,0.142857142857,0.142857142857,102.0,174.0,336,102.0,174.0,336
30020,3,1,2,1,3,1,197.0,224.0,215.0,56.0,0.0357142857143,0.0357142857143,0.0357142857143,105.0,177.0,378,105.0,177.0,378
30021,3,3,1,2,2,2,118.0,161.0,203.0,12.0,0.333333333333,0.25,0.166666666667,99.0,174.0,318,99.0,174.0,318
30024,2,2,4,3,1,3,52.0,63.0,212.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,339,99.0,174.0,339
30030,4,3,4,3,2,3,65.0,143.0,179.0,9.0,0.111111111111,0.111111111111,0.111111111111,105.0,177.0,336,105.0,177.0,336
30034,1,3,2,4,3,1,9.0,330.0,193.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,333,99.0,174.0,333
30036,4,3,2,3,1,1,65.0,51.0,255.0,8.0,0.25,0.125,0.125,99.0,174.0,318,99.0,174.0,318
30041,4,3,1,1,3,3,192.0,67.0,190.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,333,99.0,174.0,333
30042,3,3,1,3,3,2,44.0,56.0,110.0,38.0,0.0526315789474,0.0526315789474,0.0526315789474,99.0,180.0,345,99.0,180.0,345
30044,1,2,2,1,4,1,209.0,117.0,84.0,28.0,0.142857142857,0.142857142857,0.0714285714286,99.0,174.0,309,99.0,174.0,309
30046,2,4,2,4,3,1,73.0,58.0,74.0,6.0,0.166666666667,0.166666666667,0.166666666667,99.0,174.0,354,99.0,174.0,354
30048,4,2,2,3,2,1,117.0,7.0,47.0,12.0,0.166666666667,0.0833333333333,0.0833333333333,99.0,174.0,324,99.0,174.0,324
30056,1,4,3,4,4,4,96.0,324.0,133.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,105.0,177.0,324,105.0,177.0,324
30058,2,4,2,2,4,1,61.0,67.0,68.0,26.0,0.0384615384615,0.0384615384615,0.0384615384615,99.0,171.0,327,99.0,171.0,327
30059,4,3,4,4,2,2,65.0,114.0,63.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,336,99.0,174.0,336
30069,3,3,2,2,1,1,323.0,243.0,57.0,13.0,0.153846153846,0.153846153846,0.153846153846,99.0,174.0,342,99.0,174.0,342
30070,1,4,3,3,2,4,96.0,128.0,67.0,8.0,0.125,0.125,0.125,99.0,174.0,306,99.0,174.0,306
30075,2,2,2,3,4,1,181.0,161.0,196.0,13.0,0.153846153846,0.0769230769231,0.0769230769231,99.0,174.0,354,99.0,174.0,354
30079,3,1,2,1,2,1,266.0,46.0,181.0,10.0,0.2,0.2,0.2,99.0,174.0,339,99.0,174.0,339
30084,1,2,3,2,1,4,180.0,32.0,35.0,17.0,0.176470588235,0.0588235294118,0.0588235294118,99.0,174.0,339,99.0,174.0,339
30090,4,4,3,3,4,4,32.0,80.0,50.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,339,99.0,174.0,339
30091,3,2,4,2,2,3,119.0,56.0,194.0,21.0,0.0952380952381,0.0952380952381,0.047619047619,99.0,174.0,345,99.0,174.0,345
30093,1,3,2,2,3,1,262.0,38.0,137.0,8.0,0.25,0.125,0.125,99.0,174.0,339,99.0,174.0,339
30094,3,3,2,2,4,3,131.0,157.0,62.0,33.0,0.0606060606061,0.0606060606061,0.0606060606061,105.0,177.0,333,105.0,177.0,333
30097,1,1,3,3,3,4,360.0,138.0,47.0,26.0,0.0384615384615,0.0384615384615,0.0384615384615,99.0,174.0,327,99.0,174.0,327
30099,3,1,3,2,1,4,229.0,273.0,341.0,13.0,0.0769230769231,0.0769230769231,0.0769230769231,99.0,174.0,378,99.0,174.0,378
30102,1,3,2,1,1,1,156.0,65.0,68.0,17.0,0.117647058824,0.0588235294118,0.0588235294118,99.0,174.0,348,99.0,174.0,348
30103,2,3,4,2,2,3,225.0,66.0,35.0,26.0,0.0384615384615,0.0384615384615,0.0384615384615,99.0,171.0,333,99.0,171.0,333
30104,1,3,1,2,4,2,56.0,65.0,345.0,7.0,0.142857142857,0.142857142857,0.142857142857,99.0,171.0,339,99.0,171.0,339
30107,3,3,2,3,3,1,296.0,129.0,133.0,17.0,0.352941176471,0.0588235294118,0.0588235294118,99.0,174.0,345,99.0,174.0,345
30108,1,2,4,2,2,3,186.0,163.0,69.0,22.0,0.0909090909091,0.0454545454545,0.0454545454545,99.0,174.0,324,99.0,174.0,324
30109,3,1,3,4,2,4,261.0,57.0,31.0,7.0,0.285714285714,0.142857142857,0.142857142857,99.0,180.0,336,99.0,180.0,336
30115,4,4,3,3,3,4,157.0,257.0,134.0,14.0,0.142857142857,0.0714285714286,0.0714285714286,105.0,177.0,348,105.0,177.0,348
30116,4,3,3,4,1,4,166.0,136.0,139.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,333,99.0,174.0,333
30118,3,3,1,3,1,2,26.0,129.0,290.0,28.0,0.0714285714286,0.0357142857143,0.0357142857143,99.0,171.0,333,99.0,171.0,333
30121,2,1,2,3,3,1,268.0,155.0,101.0,21.0,0.0952380952381,0.047619047619,0.047619047619,99.0,171.0,312,99.0,171.0,312
30122,3,4,3,3,4,4,162.0,67.0,68.0,10.0,0.1,0.1,0.1,99.0,174.0,348,99.0,174.0,348
30125,4,3,2,1,1,1,243.0,96.0,129.0,16.0,0.1875,0.0625,0.0625,99.0,171.0,342,99.0,171.0,342
30127,4,3,3,3,3,4,22.0,331.0,110.0,13.0,0.0769230769231,0.0769230769231,0.0769230769231,99.0,174.0,321,99.0,174.0,321
30133,3,2,3,1,3,1,290.0,133.0,43.0,13.0,0.0769230769231,0.0769230769231,0.0769230769231,99.0,174.0,327,99.0,174.0,327
30135,2,1,2,2,1,1,169.0,148.0,22.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,174.0,312,99.0,174.0,312
30136,1,1,3,3,3,4,128.0,161.0,194.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,360,99.0,174.0,360
30138,2,2,2,4,3,1,51.0,41.0,206.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,180.0,327,99.0,180.0,327
30142,3,2,2,4,2,1,71.0,300.0,33.0,16.0,0.125,0.125,0.0625,99.0,174.0,330,99.0,174.0,330
30146,3,4,3,3,4,4,162.0,133.0,134.0,6.0,0.166666666667,0.166666666667,0.166666666667,99.0,171.0,330,99.0,171.0,330
30147,1,2,3,2,2,4,93.0,54.0,65.0,8.0,0.25,0.125,0.125,99.0,174.0,336,99.0,174.0,336
30148,4,2,2,1,1,1,224.0,37.0,49.0,16.0,0.0625,0.0625,0.0625,99.0,174.0,327,99.0,174.0,327
30150,3,3,3,3,3,4,23.0,54.0,134.0,8.0,0.125,0.125,0.125,99.0,174.0,342,99.0,174.0,342
30153,1,1,3,3,2,4,129.0,133.0,135.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,180.0,339,99.0,180.0,339
30155,3,1,2,4,1,1,182.0,118.0,246.0,18.0,0.111111111111,0.111111111111,0.0555555555556,99.0,180.0,339,99.0,180.0,339
30156,1,1,3,2,4,4,242.0,195.0,97.0,23.0,0.173913043478,0.0869565217391,0.0434782608696,99.0,180.0,339,99.0,180.0,339
30158,4,3,2,4,1,1,97.0,86.0,72.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,342,99.0,174.0,342
30165,3,4,2,4,3,1,19.0,128.0,72.0,16.0,0.125,0.0625,0.0625,99.0,174.0,348,99.0,174.0,348
30169,4,1,2,3,3,1,329.0,352.0,197.0,16.0,0.125,0.0625,0.0625,99.0,171.0,372,99.0,171.0,372
30173,4,1,1,1,3,3,160.0,192.0,106.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,360,99.0,174.0,360
30176,1,3,3,3,3,4,194.0,68.0,37.0,8.0,0.125,0.125,0.125,99.0,174.0,348,99.0,174.0,348
30177,2,4,3,3,1,4,134.0,72.0,140.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,171.0,324,99.0,171.0,324
30184,3,3,2,2,1,1,356.0,49.0,198.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,348,99.0,174.0,348
30185,2,4,4,2,3,3,42.0,16.0,177.0,21.0,0.047619047619,0.047619047619,0.047619047619,105.0,177.0,324,105.0,177.0,324
30187,2,4,2,1,1,1,188.0,140.0,123.0,19.0,0.157894736842,0.105263157895,0.0526315789474,99.0,174.0,339,99.0,174.0,339
30190,2,1,1,3,3,2,67.0,101.0,134.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,321,99.0,174.0,321
30194,1,1,3,3,3,1,128.0,99.0,105.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,330,99.0,174.0,330
30197,1,4,3,3,4,1,162.0,68.0,197.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,333,99.0,174.0,333
30198,3,3,2,4,3,4,132.0,134.0,143.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,348,99.0,174.0,348
30204,4,2,1,4,3,4,62.0,66.0,138.0,324.0,0.0216049382716,0.0185185185185,0.0185185185185,99.0,174.0,351,99.0,174.0,351
30206,3,4,3,2,1,4,5.0,68.0,41.0,26.0,0.0769230769231,0.0384615384615,0.0384615384615,99.0,174.0,330,99.0,174.0,330
30207,3,2,1,2,1,2,35.0,134.0,139.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,333,99.0,174.0,333
30209,4,4,2,2,3,1,317.0,161.0,258.0,6.0,0.5,0.166666666667,0.166666666667,99.0,174.0,348,99.0,174.0,348
30212,3,2,2,4,2,1,71.0,161.0,66.0,14.0,0.142857142857,0.0714285714286,0.0714285714286,99.0,174.0,342,99.0,174.0,342
30214,1,2,2,3,4,1,206.0,118.0,329.0,16.0,0.1875,0.0625,0.0625,99.0,174.0,327,99.0,174.0,327
30217,3,4,3,2,1,4,66.0,227.0,166.0,8.0,0.125,0.125,0.125,99.0,174.0,345,99.0,174.0,345
30222,1,3,1,2,4,2,56.0,129.0,295.0,13.0,0.153846153846,0.0769230769231,0.0769230769231,99.0,180.0,336,99.0,180.0,336
30228,2,2,2,4,3,1,51.0,187.0,141.0,8.0,0.125,0.125,0.125,99.0,174.0,342,99.0,174.0,342
30230,2,1,2,2,4,1,82.0,67.0,334.0,25.0,0.12,0.08,0.08,99.0,174.0,342,99.0,174.0,342
30233,3,4,3,4,3,1,288.0,196.0,134.0,8.0,0.125,0.125,0.125,102.0,162.0,300,102.0,162.0,300
30241,4,3,1,3,4,3,136.0,90.0,148.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,348,99.0,174.0,348
30244,3,4,1,2,1,2,35.0,135.0,73.0,10.0,0.1,0.1,0.1,99.0,174.0,327,99.0,174.0,327
30246,3,3,1,3,4,3,136.0,161.0,77.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,324,99.0,174.0,324
30250,4,1,4,3,4,3,296.0,291.0,222.0,7.0,0.285714285714,0.285714285714,0.285714285714,99.0,174.0,336,99.0,174.0,336
30252,4,1,4,3,1,1,152.0,267.0,283.0,38.0,0.0263157894737,0.0263157894737,0.0263157894737,99.0,174.0,348,99.0,174.0,348
30254,2,2,4,3,1,3,257.0,291.0,198.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,333,99.0,174.0,333
30260,4,3,3,1,3,2,15.0,209.0,59.0,7.0,0.142857142857,0.142857142857,0.142857142857,99.0,171.0,327,99.0,171.0,327
30263,2,1,3,3,2,4,123.0,24.0,161.0,23.0,0.0869565217391,0.0869565217391,0.0434782608696,99.0,174.0,348,99.0,174.0,348
30268,4,2,4,2,2,2,60.0,35.0,133.0,12.0,0.166666666667,0.0833333333333,0.0833333333333,99.0,171.0,351,99.0,171.0,351
30272,3,3,2,2,4,1,46.0,64.0,262.0,19.0,0.157894736842,0.0526315789474,0.0526315789474,99.0,174.0,354,99.0,174.0,354
30274,1,3,2,2,4,1,39.0,321.0,130.0,20.0,0.1,0.05,0.05,99.0,174.0,348,99.0,174.0,348
30275,2,1,2,2,4,1,82.0,160.0,65.0,20.0,0.1,0.05,0.05,99.0,174.0,345,99.0,174.0,345
30276,3,1,3,2,4,4,103.0,161.0,226.0,18.0,0.388888888889,0.111111111111,0.0555555555556,99.0,174.0,348,99.0,174.0,348
30277,3,3,2,4,3,1,271.0,161.0,101.0,32.0,0.1875,0.03125,0.03125,99.0,174.0,321,99.0,174.0,321
30279,3,3,1,1,3,2,68.0,260.0,26.0,38.0,0.0789473684211,0.0526315789474,0.0526315789474,99.0,174.0,360,99.0,174.0,360
30281,2,4,3,2,1,4,64.0,129.0,34.0,25.0,0.04,0.04,0.04,102.0,177.0,327,102.0,177.0,327
30284,3,4,2,2,1,1,35.0,164.0,54.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,345,99.0,174.0,345
30288,3,4,3,4,1,1,278.0,64.0,51.0,37.0,0.0540540540541,0.027027027027,0.027027027027,99.0,174.0,342,99.0,174.0,342
30290,3,1,2,4,2,4,57.0,51.0,93.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,105.0,183.0,339,105.0,183.0,339
30294,2,4,3,3,3,4,21.0,230.0,158.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,171.0,345,99.0,171.0,345
30296,3,4,3,2,1,4,66.0,164.0,134.0,7.0,0.142857142857,0.142857142857,0.142857142857,99.0,174.0,315,99.0,174.0,315
30300,2,1,2,4,3,1,304.0,35.0,164.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,105.0,177.0,339,105.0,177.0,339
30301,2,4,2,4,2,1,298.0,119.0,130.0,19.0,0.105263157895,0.105263157895,0.0526315789474,99.0,174.0,330,99.0,174.0,330
30306,3,1,2,3,4,1,338.0,288.0,161.0,34.0,0.117647058824,0.0294117647059,0.0294117647059,105.0,177.0,324,105.0,177.0,324
30308,4,3,1,2,2,3,255.0,188.0,151.0,49.0,0.142857142857,0.0612244897959,0.0408163265306,99.0,174.0,327,99.0,174.0,327
30316,4,3,3,3,4,4,140.0,51.0,196.0,7.0,0.285714285714,0.142857142857,0.142857142857,99.0,174.0,348,99.0,174.0,348
30317,3,3,3,2,4,2,137.0,147.0,239.0,10.0,0.1,0.1,0.1,99.0,174.0,336,99.0,174.0,336
30318,4,3,1,1,3,2,33.0,41.0,267.0,22.0,0.0454545454545,0.0454545454545,0.0454545454545,99.0,174.0,336,99.0,174.0,336
30319,3,4,2,1,2,1,200.0,128.0,16.0,22.0,0.136363636364,0.0454545454545,0.0454545454545,99.0,174.0,348,99.0,174.0,348
30322,2,4,2,4,2,1,59.0,308.0,187.0,7.0,0.285714285714,0.285714285714,0.285714285714,105.0,177.0,360,105.0,177.0,360
30323,3,1,3,2,4,4,253.0,197.0,103.0,17.0,0.176470588235,0.0588235294118,0.0588235294118,99.0,174.0,345,99.0,174.0,345
30325,1,4,2,4,3,1,240.0,149.0,64.0,33.0,0.0909090909091,0.0606060606061,0.030303030303,99.0,174.0,345,99.0,174.0,345
30328,4,2,4,2,2,2,60.0,65.0,290.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,171.0,321,99.0,171.0,321
30333,3,3,3,3,2,4,130.0,134.0,44.0,6.0,0.166666666667,0.166666666667,0.166666666667,99.0,174.0,357,99.0,174.0,357
30342,1,3,2,2,4,1,254.0,161.0,194.0,34.0,0.0882352941176,0.0294117647059,0.0294117647059,105.0,177.0,324,105.0,177.0,324
30344,1,2,4,3,4,2,68.0,7.0,296.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,174.0,342,99.0,174.0,342
30349,1,2,4,3,3,3,105.0,19.0,51.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,330,99.0,174.0,330
30354,4,1,2,3,2,1,179.0,147.0,201.0,14.0,0.214285714286,0.0714285714286,0.0714285714286,99.0,174.0,324,99.0,174.0,324
30359,2,2,2,4,2,1,51.0,107.0,294.0,17.0,0.117647058824,0.0588235294118,0.0588235294118,102.0,174.0,321,102.0,174.0,321
30361,2,1,2,1,3,1,183.0,257.0,67.0,27.0,0.0740740740741,0.037037037037,0.037037037037,99.0,174.0,348,99.0,174.0,348
30363,3,3,4,2,2,3,109.0,52.0,64.0,17.0,0.117647058824,0.117647058824,0.0588235294118,99.0,174.0,330,99.0,174.0,330
30373,3,4,3,3,3,4,139.0,291.0,165.0,13.0,0.153846153846,0.0769230769231,0.0769230769231,99.0,174.0,327,99.0,174.0,327
30378,3,1,3,1,2,1,183.0,68.0,135.0,100.0,0.07,0.03,0.02,99.0,174.0,327,99.0,174.0,327
30379,4,3,3,1,3,4,135.0,105.0,170.0,10.0,0.1,0.1,0.1,99.0,174.0,327,99.0,174.0,327
30387,4,3,1,4,1,2,97.0,22.0,39.0,21.0,0.047619047619,0.047619047619,0.047619047619,99.0,174.0,348,99.0,174.0,348
30389,4,4,2,1,4,1,152.0,133.0,134.0,22.0,0.272727272727,0.0454545454545,0.0454545454545,99.0,174.0,339,99.0,174.0,339
30393,4,2,2,2,4,3,56.0,260.0,268.0,55.0,0.0363636363636,0.0181818181818,0.0181818181818,99.0,174.0,348,99.0,174.0,348
30396,1,4,3,3,3,4,162.0,131.0,145.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,324,99.0,174.0,324
30397,2,2,1,3,2,2,182.0,256.0,94.0,7.0,0.285714285714,0.142857142857,0.142857142857,105.0,180.0,348,105.0,180.0,348
30398,2,4,3,3,4,1,32.0,203.0,76.0,19.0,0.0526315789474,0.0526315789474,0.0526315789474,105.0,180.0,348,105.0,180.0,348
30399,1,1,2,4,3,1,104.0,9.0,41.0,16.0,0.0625,0.0625,0.0625,99.0,174.0,330,99.0,174.0,330
30402,3,3,1,3,1,2,26.0,70.0,46.0,38.0,0.0526315789474,0.0526315789474,0.0526315789474,105.0,177.0,339,105.0,177.0,339
